INTDATE,AIRLINE,FLIGHT,DESTINATION,DESTGEO,DESTMARK,GATE,BAREA,STRATA,PEAK,HOWLONG,METHOD,Q2PURP1,Q2PURP2,Q2PURP3,Q3GETTO1,Q3GETTO2,Q3GETTO3,Q3PARK,Q4BAGS,Q4STORE,Q4FOOD,Q4WIFI,Q5TIMESFLOWN,Q5FIRSTTIME,Q6LONGUSE,SAQ,Q8COM1,Q8COM2,Q8COM3,Q9BOARDING,Q9AIRTRAIN,Q9RENTAL,Q9FOOD,Q9RESTROOM,Q9ALL,Q9COM1,Q9COM2,Q9COM3,Q10SAFE,Q10COM1,Q10COM2,Q10COM3,Q11TSAPRE,Q12PRECHEKCRATE,Q12COM1,Q12COM2,Q12COM3,Q13COUNTY,Q13GETRATE,Q14FIND,Q14PASSTHRU,Q15PROBLEM,Q15COM1,Q15COM2,Q15COM3,Q16LIVE,HOME,Q18AGE,Q19GENDER,Q20INCOME,Q21FLY,Q22SJC,Q22OAK,LANG,WEIGHT,Q7ART,Q7FOOD,Q7STORE,Q7SIGN,Q7WALKWAYS,Q7SCREENS,Q7INFODOWN,Q7INFOUP,Q7WIFI,Q7ROADS,Q7PARK,Q7AIRTRAIN,Q7LTPARKING,Q7RENTAL,Q7ALL
29,33,903,46,1,4,93,6,2,2,180,1,2,-1,-1,9,-1,-1,-1,1,0,0,1,1,2,1,2,-1,-1,-1,5,5,5,5,4,4,-1,-1,-1,5,-1,-1,-1,2,0,-1,-1,-1,5,5,5,5,2,-1,-1,-1,3,15,3,2,0,1,2,0,1,-1,3,1,3,5,5,5,3,3,5,5,5,5,6,5,4
29,33,4976,62,2,3,80,5,2,2,381,1,3,-1,-1,3,-1,-1,-1,1,1,1,1,1,1,2,2,306,-1,-1,3,6,6,3,3,3,101,-1,-1,5,1,-1,-1,2,0,-1,-1,-1,11,6,4,4,2,-1,-1,-1,3,16,4,2,2,2,2,2,1,-1,5,4,4,4,5,4,6,6,5,6,6,6,6,6,4
28,16,226,27,7,4,1,0,2,3,170,1,0,-1,-1,1,-1,-1,3,1,1,2,2,5,1,2,1,501,202,-1,5,6,6,4,5,4,-1,-1,-1,5,6,-1,-1,2,0,-1,-1,-1,1,5,5,5,2,-1,-1,-1,1,3,3,1,3,1,1,2,1,-1,4,4,6,5,4,4,4,4,2,5,5,6,5,6,5
29,33,4976,62,2,3,80,5,2,2,81,1,1,-1,-1,4,-1,-1,-1,1,2,1,1,5,1,2,2,505,20,-1,4,6,6,3,3,3,-1,-1,-1,4,3,4,-1,1,5,1,2,-1,5,3,3,3,2,-1,-1,-1,3,11,6,2,4,2,2,1,1,-1,3,3,3,4,4,4,4,4,4,6,6,6,6,6,3
28,16,226,27,7,4,1,0,2,3,180,1,1,-1,-1,9,-1,-1,-1,1,0,0,0,1,1,2,2,202,-1,-1,5,5,5,5,5,5,-1,-1,-1,5,-1,-1,-1,1,5,-1,-1,-1,0,4,5,2,3,-1,-1,-1,3,16,3,1,2,1,1,2,1,-1,6,2,3,4,4,4,6,6,4,5,6,3,6,4,4
29,33,4976,62,2,3,80,5,2,2,81,1,1,-1,-1,2,-1,-1,-1,1,1,1,2,5,1,4,2,-1,-1,-1,5,6,6,5,5,5,-1,-1,-1,5,-1,-1,-1,1,5,1,-1,-1,5,5,5,4,2,-1,-1,-1,3,11,5,1,4,2,2,2,1,-1,5,4,4,5,5,4,4,4,4,4,4,6,4,6,4
28,16,226,27,7,4,1,0,2,3,135,1,2,-1,-1,4,-1,-1,-1,1,1,1,2,1,1,2,2,701,103,803,5,6,6,1,1,3,-1,-1,-1,5,-1,-1,-1,2,0,-1,-1,-1,5,5,4,2,2,-1,-1,-1,3,16,2,1,1,2,2,2,1,-1,3,2,3,3,3,3,2,3,3,3,6,6,6,6,3
28,16,226,27,7,4,1,0,2,3,135,1,1,-1,-1,9,-1,-1,-1,1,1,1,0,3,1,2,2,-1,-1,-1,5,5,5,5,5,5,-1,-1,-1,5,-1,-1,-1,1,5,-1,-1,-1,5,5,5,5,2,-1,-1,-1,3,99,4,1,3,2,2,0,1,-1,5,4,3,5,5,5,5,5,4,5,6,5,6,5,5
29,34,875,95,8,4,93,6,3,3,445,1,1,-1,-1,3,-1,-1,-1,2,2,2,1,1,1,2,1,1,308,-1,5,6,6,6,5,5,-1,-1,-1,5,-1,-1,-1,1,2,15,-1,-1,11,5,5,3,2,-1,-1,-1,3,12,4,1,2,3,2,2,1,-1,4,6,6,4,4,5,5,5,5,6,6,6,6,6,5
28,16,226,27,7,4,1,0,2,3,180,1,3,-1,-1,2,-1,-1,-1,1,0,0,1,2,1,3,2,-1,-1,-1,5,6,6,6,3,4,-1,-1,-1,5,-1,-1,-1,3,6,-1,-1,-1,7,4,5,4,2,-1,-1,-1,1,4,4,2,3,2,2,2,1,-1,4,6,2,5,5,4,5,5,4,4,4,6,6,6,4
28,16,226,27,7,4,1,0,2,3,105,1,1,-1,-1,0,-1,-1,-1,1,1,2,1,2,1,1,2,102,103,106,3,6,6,6,0,3,-1,-1,-1,4,-1,-1,-1,2,0,-1,-1,-1,5,0,5,1,1,5,-1,-1,0,99,0,0,0,0,0,0,1,-1,4,2,3,4,4,4,4,4,4,0,0,0,0,0,0
28,16,226,27,7,4,1,0,2,3,240,1,2,-1,-1,9,-1,-1,-1,1,1,1,2,1,1,2,2,205,-1,-1,4,4,4,4,3,4,-1,-1,-1,4,-1,-1,-1,2,0,-1,-1,-1,7,5,3,3,2,-1,-1,-1,3,16,4,2,3,2,2,2,1,-1,6,2,2,3,4,5,6,6,1,5,5,5,0,5,3
29,34,875,95,8,4,93,6,3,3,370,1,2,-1,-1,3,-1,-1,-1,2,1,2,2,2,1,3,2,205,508,-1,5,4,4,4,3,4,-1,-1,-1,4,-1,-1,-1,2,0,-1,-1,-1,11,0,5,5,2,-1,-1,-1,3,10,2,2,1,0,2,2,1,-1,3,3,3,4,5,5,3,3,3,6,6,6,6,6,5
29,34,875,95,8,4,93,6,3,3,185,1,2,-1,-1,2,-1,-1,-1,2,1,2,1,4,1,4,2,-1,-1,-1,5,6,6,5,5,5,-1,-1,-1,5,-1,-1,-1,1,5,-1,-1,-1,6,0,5,4,2,-1,-1,-1,1,2,4,2,3,2,2,2,1,-1,5,4,4,5,4,5,5,5,4,5,4,5,6,6,5
29,34,875,95,8,4,93,6,3,3,455,1,2,3,-1,3,-1,-1,-1,2,2,2,1,1,1,2,2,505,21,803,5,5,6,6,3,4,101,-1,-1,5,-1,-1,-1,1,5,1,-1,-1,11,5,5,5,2,-1,-1,-1,3,10,3,2,1,1,2,2,1,-1,4,6,3,4,5,5,6,6,5,6,6,5,6,6,4
28,16,226,27,7,4,1,0,2,3,120,1,2,-1,-1,5,-1,-1,-1,2,0,0,1,2,1,4,2,202,-1,-1,3,3,3,3,3,3,-1,-1,-1,3,-1,-1,-1,3,0,-1,-1,-1,19,0,3,3,1,10,-1,-1,2,10,4,1,4,2,2,2,1,-1,2,2,2,3,3,2,3,3,3,3,1,1,6,2,2
28,16,226,27,7,4,1,0,2,3,135,1,2,-1,-1,2,-1,-1,-1,1,2,2,2,3,1,4,2,408,-1,-1,4,4,6,4,4,4,-1,-1,-1,5,-1,-1,-1,3,6,-1,-1,-1,7,4,5,5,2,-1,-1,-1,1,4,5,1,3,2,1,2,1,-1,4,3,6,4,4,4,2,2,2,5,3,4,3,6,4
29,34,875,95,8,4,93,6,3,3,145,1,2,-1,-1,3,-1,-1,-1,0,1,1,1,1,2,1,2,-1,-1,-1,5,0,0,0,5,5,-1,-1,-1,5,-1,-1,-1,0,0,-1,-1,-1,11,0,0,0,0,-1,-1,-1,3,10,2,1,1,2,2,2,1,-1,3,5,5,5,5,5,0,5,3,0,0,0,0,0,5
28,16,226,27,7,4,1,0,2,3,316,1,3,-1,-1,2,-1,-1,-1,1,2,1,0,1,1,1,2,501,4,-1,4,4,6,3,3,3,-1,-1,-1,4,2,-1,-1,0,0,-1,-1,-1,7,4,4,4,2,-1,-1,-1,3,16,6,1,1,2,2,2,1,-1,4,3,6,4,4,4,4,4,1,6,6,6,6,6,3
29,34,875,95,8,4,93,6,3,3,115,1,1,-1,-1,3,-1,-1,-1,0,0,0,1,1,1,4,2,-1,-1,-1,4,6,6,6,4,4,-1,-1,-1,3,-1,-1,-1,2,0,-1,-1,-1,11,0,3,3,1,-1,-1,-1,3,99,6,1,3,2,1,2,4,-1,4,6,6,2,4,4,6,6,5,6,6,6,6,6,4
28,16,226,27,7,4,1,0,2,3,180,1,3,-1,-1,2,-1,-1,-1,1,2,2,2,1,2,1,2,999,-1,-1,5,0,0,4,5,5,-1,-1,-1,5,4,-1,-1,1,5,-1,-1,-1,7,5,5,5,2,-1,-1,-1,3,16,7,1,5,2,2,0,1,-1,4,4,3,5,5,5,5,5,5,5,5,0,5,0,4
29,34,875,95,8,4,93,6,3,3,265,1,3,-1,-1,3,-1,-1,-1,2,2,1,1,1,1,4,2,-1,-1,-1,5,6,6,3,3,3,-1,-1,-1,4,-1,-1,-1,4,0,-1,-1,-1,11,3,4,6,2,-1,-1,-1,3,16,3,2,1,2,2,2,4,-1,3,3,3,3,3,3,3,3,4,6,6,6,6,6,4
28,16,226,27,7,4,1,0,2,3,145,1,2,-1,-1,2,-1,-1,-1,1,0,0,1,1,2,1,2,704,-1,-1,4,6,2,4,3,4,-1,-1,-1,5,2,-1,-1,2,0,-1,-1,-1,7,4,4,4,2,-1,-1,-1,3,16,5,1,2,2,2,2,1,-1,4,6,2,4,4,4,4,4,5,4,4,6,6,6,4
29,34,875,95,8,4,93,6,3,3,445,1,3,-1,-1,3,-1,-1,-1,2,1,2,1,1,1,2,2,-1,-1,-1,5,6,6,6,4,4,-1,-1,-1,5,-1,-1,-1,0,0,-1,-1,-1,11,0,4,0,1,-1,-1,-1,3,16,6,2,4,2,2,2,4,-1,0,0,4,5,5,4,6,5,1,6,6,6,6,6,0
28,16,226,27,7,4,1,0,2,3,105,1,2,-1,-1,8,-1,-1,-1,1,2,1,2,1,2,1,2,-1,-1,-1,4,6,3,3,0,4,-1,-1,-1,1,-1,-1,-1,0,0,-1,-1,-1,5,3,5,3,2,-1,-1,-1,3,99,5,2,0,2,2,2,1,-1,3,2,3,4,4,4,4,0,6,6,6,6,6,4,4
29,34,875,95,8,4,93,6,3,3,145,1,2,-1,-1,3,-1,-1,-1,2,1,1,1,2,1,1,2,-1,-1,-1,4,6,6,6,4,4,-1,-1,-1,4,-1,-1,-1,3,6,-1,-1,-1,11,3,4,4,1,-1,-1,-1,3,16,6,2,0,2,2,2,4,-1,3,3,3,3,4,3,3,3,3,6,6,6,6,6,3
28,16,226,27,7,4,1,0,2,3,150,1,1,-1,-1,4,-1,-1,-1,1,2,2,1,3,1,3,2,31,-1,-1,4,4,4,3,4,4,-1,-1,-1,5,-1,-1,-1,2,0,-1,-1,-1,5,5,5,5,2,-1,-1,-1,3,16,4,2,0,2,1,0,1,-1,4,3,4,5,4,4,4,4,5,4,6,2,4,4,4
28,16,226,27,7,4,1,0,2,3,-1,1,2,-1,-1,2,-1,-1,-1,1,2,2,2,1,1,4,2,999,-1,-1,5,6,6,5,5,5,-1,-1,-1,5,6,-1,-1,1,5,-1,-1,-1,7,5,5,5,2,-1,-1,-1,3,16,4,2,0,2,2,2,1,-1,4,5,5,5,5,5,6,5,6,5,5,6,6,6,5
28,16,226,27,7,4,1,0,2,3,135,1,1,-1,-1,4,-1,-1,-1,1,1,2,1,2,1,2,2,104,-1,-1,5,6,6,4,4,4,-1,-1,-1,5,-1,-1,-1,1,5,2,-1,-1,7,5,4,5,2,-1,-1,-1,3,16,3,1,2,2,2,2,1,-1,4,3,4,3,5,4,3,3,4,6,6,6,6,6,4
29,34,875,95,8,4,93,6,3,3,-1,1,2,-1,-1,3,-1,-1,-1,2,1,1,2,2,1,1,2,-1,-1,-1,6,6,6,6,6,6,-1,-1,-1,5,-1,-1,-1,0,1,-1,-1,-1,11,0,0,0,0,-1,-1,-1,3,16,3,0,2,3,3,3,4,-1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
29,34,875,95,8,4,93,6,3,3,175,1,2,-1,-1,2,-1,-1,-1,1,1,2,1,1,1,1,2,-1,-1,-1,5,6,6,6,3,4,-1,-1,-1,3,-1,-1,-1,3,0,-1,-1,-1,9,3,4,4,2,-1,-1,-1,3,16,7,1,3,2,2,2,4,-1,3,6,2,3,3,3,3,3,2,6,6,6,6,6,3
12,15,2040,61,2,4,46,2,2,2,90,1,1,-1,-1,12,-1,-1,-1,2,2,2,2,3,1,4,1,-1,-1,-1,4,6,6,3,3,0,-1,-1,-1,5,27,-1,-1,1,5,1,-1,-1,5,4,4,4,2,-1,-1,-1,3,12,5,1,4,2,2,2,1,-1,4,3,3,4,3,3,3,3,3,4,6,6,6,6,4
29,33,217,50,1,4,61,4,2,2,115,1,1,-1,-1,9,-1,-1,-1,2,2,2,1,5,1,4,1,208,-1,-1,5,4,4,5,4,4,-1,-1,-1,5,5,-1,-1,1,3,1,-1,-1,7,5,5,5,1,5,-1,-1,3,12,4,1,3,2,2,2,1,-1,6,6,4,4,5,5,6,6,5,5,6,5,6,5,5
29,33,217,50,1,4,61,4,2,2,145,1,1,-1,-1,9,-1,-1,-1,2,2,1,1,3,1,4,1,608,-1,-1,5,3,5,5,5,5,-1,-1,-1,5,1,-1,-1,1,3,1,-1,-1,2,4,3,5,2,-1,-1,-1,3,12,6,1,3,2,2,2,1,-1,4,4,4,1,3,4,6,6,5,5,6,4,6,5,4
12,15,2040,61,2,4,46,2,2,2,105,1,3,-1,-1,2,-1,-1,-1,1,2,1,2,2,1,4,1,16,102,-1,5,6,6,5,5,5,-1,-1,-1,5,4,1,-1,2,0,-1,-1,-1,6,5,5,5,2,-1,-1,-1,3,12,4,2,3,2,2,2,1,-1,5,5,5,5,5,5,5,5,6,5,6,6,6,6,5
12,15,2040,61,2,4,46,2,2,2,90,1,2,-1,-1,9,-1,-1,-1,1,2,2,1,2,1,4,1,614,-1,-1,4,4,4,6,6,4,-1,-1,-1,5,4,-1,-1,0,4,2,-1,-1,3,4,4,4,2,-1,-1,-1,3,12,5,2,0,0,2,2,1,-1,6,6,6,2,3,6,6,6,4,3,6,4,6,4,4
12,15,2040,61,2,4,46,2,2,2,75,1,1,-1,-1,5,-1,-1,-1,2,1,2,1,3,1,2,2,202,-1,-1,4,4,4,4,5,4,-1,-1,-1,5,-1,-1,-1,1,5,1,-1,-1,5,5,5,5,2,-1,-1,-1,3,12,3,1,4,1,2,2,1,-1,4,3,4,5,4,4,6,6,5,6,6,5,6,3,4
29,33,217,50,1,4,61,4,2,2,161,1,4,-1,-1,3,-1,-1,-1,1,1,2,1,1,1,2,1,-1,-1,-1,4,6,6,6,3,4,-1,-1,-1,4,40,-1,-1,2,0,-1,-1,-1,11,4,5,4,1,8,-1,-1,3,12,2,2,2,2,2,2,1,-1,3,6,4,5,4,4,6,6,5,6,6,6,6,6,4
29,17,27,61,2,4,101,6,3,2,115,1,1,-1,-1,9,-1,-1,-1,1,2,2,1,1,1,2,1,507,202,-1,4,4,4,4,4,4,-1,-1,-1,4,-1,8,-1,2,0,-1,-1,-1,7,5,5,4,1,24,-1,-1,3,16,5,2,4,3,2,2,1,-1,3,4,4,5,5,5,4,3,2,5,6,4,6,5,4
12,15,2040,61,2,4,46,2,2,2,80,1,2,-1,-1,9,-1,-1,-1,1,0,0,3,3,1,2,2,609,-1,-1,5,5,4,6,3,3,-1,-1,-1,4,-1,-1,-1,2,0,-1,-1,-1,4,3,1,1,1,22,-1,-1,3,12,5,2,4,1,2,1,1,-1,6,6,3,3,2,3,3,3,6,3,6,1,6,2,3
29,17,27,61,2,4,101,6,3,2,115,1,1,-1,-1,2,-1,-1,-1,1,2,2,1,2,1,2,1,505,-1,-1,4,6,6,6,4,4,-1,-1,-1,5,1,-1,-1,4,0,-1,-1,-1,7,3,5,5,2,-1,-1,-1,1,4,3,1,3,2,1,2,1,-1,6,6,6,4,4,4,6,6,3,5,4,6,6,6,4
29,17,27,61,2,4,101,6,3,2,145,1,1,-1,-1,2,-1,-1,-1,1,2,2,2,1,1,2,2,-1,-1,-1,4,4,4,4,4,4,-1,-1,-1,4,-1,-1,-1,2,0,-1,-1,-1,7,3,4,4,2,-1,-1,-1,1,4,4,1,4,2,1,0,1,-1,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4
29,17,27,61,2,4,101,6,3,2,160,1,2,3,-1,2,-1,-1,-1,1,2,2,1,1,1,4,2,-1,-1,-1,5,6,6,6,5,5,-1,-1,-1,4,6,-1,-1,3,0,-1,-1,-1,5,3,4,4,2,-1,-1,-1,1,1,2,1,1,3,2,2,1,-1,5,6,6,6,4,6,6,6,4,4,4,6,6,6,4
12,15,2040,61,2,4,46,2,2,2,120,1,4,-1,-1,9,-1,-1,-1,1,1,2,1,1,2,1,2,301,-1,-1,5,5,5,5,5,5,-1,-1,-1,5,1,-1,-1,1,5,1,-1,-1,10,5,5,5,2,-1,-1,-1,3,12,1,2,0,3,3,3,1,-1,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5
29,17,27,61,2,4,101,6,3,2,135,1,3,-1,-1,2,-1,-1,-1,1,0,0,1,2,1,1,2,-1,-1,-1,4,4,4,4,4,4,-1,-1,-1,4,-1,-1,-1,3,6,-1,-1,-1,6,3,4,3,2,-1,-1,-1,1,2,5,1,2,2,2,0,1,-1,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4
12,15,2040,61,2,4,46,2,2,2,-1,1,1,-1,-1,5,-1,-1,-1,2,1,2,1,3,1,0,2,-1,-1,-1,4,6,6,6,3,3,-1,-1,-1,4,-1,-1,-1,2,0,-1,-1,-1,5,5,5,4,2,-1,-1,-1,3,12,3,2,3,2,2,2,1,-1,4,4,4,4,4,4,4,4,1,5,4,6,6,6,4
29,17,27,61,2,4,101,6,3,2,115,1,2,-1,-1,2,-1,-1,-1,1,2,2,1,3,1,2,2,501,-1,-1,5,4,6,4,5,5,-1,-1,-1,4,28,-1,-1,2,0,-1,-1,-1,14,3,5,4,2,-1,-1,-1,2,10,1,1,2,3,2,2,1,-1,4,4,6,4,4,5,6,6,5,6,6,5,4,6,4
12,15,2040,61,2,4,46,2,2,2,90,1,1,-1,-1,1,-1,-1,3,2,1,2,2,5,1,3,2,-1,-1,-1,5,6,6,4,4,5,-1,-1,-1,5,-1,-1,-1,1,5,1,-1,-1,7,4,5,5,2,-1,-1,-1,1,5,4,1,4,1,1,1,1,-1,5,3,3,5,5,5,6,6,6,5,3,6,3,6,5
29,17,27,61,2,4,101,6,3,2,145,1,2,3,-1,1,-1,-1,2,1,0,1,1,3,1,4,2,202,205,319,4,6,6,3,2,3,-1,-1,-1,3,8,-1,-1,2,0,-1,-1,-1,7,4,4,4,2,-1,-1,-1,1,4,4,2,0,2,1,2,1,-1,3,3,4,4,3,4,4,4,5,5,4,6,6,6,4
12,15,2040,61,2,4,46,2,2,2,85,1,1,-1,-1,2,-1,-1,-1,2,1,2,1,3,1,4,2,993,-1,-1,4,6,6,4,5,5,-1,-1,-1,5,-1,-1,-1,2,0,-1,-1,-1,3,4,5,5,2,-1,-1,-1,3,12,3,1,2,2,2,1,1,-1,4,4,4,3,4,4,4,4,5,4,3,4,6,6,4
12,15,2040,61,2,4,46,2,2,2,120,1,1,-1,-1,9,-1,-1,-1,2,2,2,1,3,1,4,2,-1,-1,-1,3,4,3,3,3,3,-1,-1,-1,4,-1,-1,-1,1,5,-1,-1,-1,3,4,4,4,2,-1,-1,-1,3,12,6,2,4,1,2,2,1,-1,4,3,3,3,3,3,3,3,4,4,6,3,6,3,3
12,15,2040,61,2,4,46,2,2,2,90,1,1,-1,-1,5,-1,-1,-1,1,1,0,1,2,1,2,2,505,506,-1,3,6,6,6,2,2,-1,-1,-1,5,17,33,-1,1,4,10,-1,-1,5,4,3,3,2,-1,-1,-1,3,19,4,1,4,1,2,2,1,-1,6,6,3,1,3,1,1,1,4,3,6,6,6,6,3
29,17,27,61,2,4,101,6,3,2,255,1,2,-1,-1,2,-1,-1,-1,1,2,1,1,1,1,3,2,-1,-1,-1,5,6,6,3,5,5,-1,-1,-1,3,16,-1,-1,1,3,1,-1,-1,5,6,5,5,2,-1,-1,-1,2,10,1,1,3,3,2,2,1,-1,2,2,5,4,5,3,6,6,5,6,6,6,6,6,4
12,15,2040,61,2,4,46,2,2,2,60,1,1,-1,-1,5,-1,-1,-1,2,2,2,1,1,1,2,2,-1,-1,-1,3,6,6,6,6,4,-1,-1,-1,5,-1,-1,-1,2,0,-1,-1,-1,5,0,6,5,2,-1,-1,-1,3,12,3,1,3,2,2,2,1,-1,3,3,3,3,3,4,4,4,5,6,6,6,6,6,3
12,15,2040,61,2,4,46,2,2,2,60,1,1,-1,-1,5,-1,-1,-1,2,2,2,2,1,1,2,2,-1,-1,-1,5,6,6,6,6,4,-1,-1,-1,5,-1,-1,-1,1,3,-1,-1,-1,5,4,4,5,2,-1,-1,-1,3,12,3,1,0,2,2,2,1,-1,3,3,3,4,4,4,6,6,6,2,6,6,6,6,4
29,17,27,61,2,4,101,6,3,2,235,1,3,-1,-1,6,-1,-1,-1,1,2,2,1,1,1,4,2,-1,-1,-1,5,5,5,5,5,5,-1,-1,-1,4,-1,-1,-1,1,0,-1,-1,-1,5,4,5,4,2,-1,-1,-1,1,90,1,1,4,3,2,2,1,-1,3,3,4,4,4,4,3,3,5,4,3,3,3,3,4
29,17,27,61,2,4,101,6,3,2,115,1,3,-1,-1,2,-1,-1,-1,1,1,2,1,3,1,4,2,505,-1,-1,5,5,5,5,5,5,1,-1,-1,5,-1,-1,-1,2,0,-1,-1,-1,7,4,5,5,2,-1,-1,-1,1,4,1,2,2,2,1,2,1,-1,4,3,3,5,5,5,5,5,5,4,3,6,5,5,4
12,15,2040,61,2,4,46,2,2,2,234,1,0,-1,-1,2,-1,-1,-1,0,0,0,1,3,1,2,2,-1,-1,-1,5,6,6,3,0,2,-1,-1,-1,5,-1,-1,-1,3,0,-1,-1,-1,1,5,5,5,3,-1,-1,-1,3,12,5,1,2,2,0,1,1,-1,5,4,3,5,5,5,5,5,5,6,6,6,6,6,4
29,17,27,61,2,4,101,6,3,2,234,1,3,-1,-1,8,-1,-1,-1,1,2,1,1,1,1,1,2,501,-1,-1,3,6,6,4,4,4,-1,-1,-1,5,-1,-1,-1,2,0,-1,-1,-1,6,4,5,4,2,-1,-1,-1,3,16,3,1,2,2,2,2,3,-1,4,4,4,4,3,3,6,6,2,6,6,6,6,6,4
12,15,2040,61,2,4,46,2,2,2,120,1,2,-1,-1,2,-1,-1,-1,1,2,1,1,2,1,2,2,-1,-1,-1,4,4,0,4,4,4,-1,-1,-1,5,4,1,-1,1,5,1,-1,-1,2,4,5,4,2,-1,-1,-1,0,99,0,0,0,0,0,0,1,-1,4,3,3,5,5,4,0,0,5,5,4,4,0,0,4
29,17,27,61,2,4,101,6,3,2,235,1,2,-1,-1,5,-1,-1,-1,1,2,2,1,2,1,3,2,-1,-1,-1,4,4,5,5,5,5,-1,-1,-1,5,-1,-1,-1,2,0,-1,-1,-1,7,5,5,5,2,-1,-1,-1,1,4,3,1,2,2,1,2,3,-1,4,3,3,5,5,5,5,5,4,4,5,5,4,4,4
12,15,2040,61,2,4,46,2,2,2,120,1,2,-1,-1,2,-1,-1,-1,1,0,0,0,4,1,4,2,-1,-1,-1,5,4,4,5,5,5,-1,-1,-1,5,-1,-1,-1,1,5,-1,-1,-1,1,5,4,5,3,-1,-1,-1,1,3,3,2,1,2,0,1,1,-1,4,4,3,3,6,3,4,4,6,4,4,4,3,3,4
29,17,27,61,2,4,101,6,3,2,145,1,3,-1,-1,1,-1,-1,2,1,1,2,1,3,1,4,2,-1,-1,-1,4,4,4,4,4,4,-1,-1,-1,4,32,-1,-1,1,5,1,10,-1,5,4,5,5,2,-1,-1,-1,1,4,4,2,2,2,1,2,3,-1,5,5,4,4,4,4,4,4,4,5,4,4,4,4,4
12,15,2040,61,2,4,46,2,2,2,180,1,3,-1,-1,9,-1,-1,-1,2,1,1,2,4,1,4,2,-1,-1,-1,5,5,5,5,4,4,-1,-1,-1,5,-1,-1,-1,1,5,1,-1,-1,4,5,5,5,2,-1,-1,-1,3,12,4,2,0,2,2,2,1,-1,3,3,3,4,4,4,6,6,6,4,6,5,6,5,4
29,17,27,61,2,4,101,6,3,2,215,1,1,-1,-1,3,-1,-1,-1,1,1,1,1,2,1,2,2,501,-1,-1,4,4,6,3,3,4,-1,-1,-1,5,5,-1,-1,2,0,-1,-1,-1,11,4,3,3,2,-1,-1,-1,3,16,3,2,1,3,2,2,3,-1,5,3,4,4,5,5,4,4,4,6,6,4,6,6,4
12,15,2040,61,2,4,46,2,2,2,60,1,2,-1,-1,2,-1,-1,-1,1,0,0,0,1,2,1,2,-1,-1,-1,5,5,5,5,5,5,-1,-1,-1,4,-1,-1,-1,2,0,-1,-1,-1,5,5,3,3,2,-1,-1,-1,3,12,6,1,1,2,2,2,1,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
29,17,27,61,2,4,101,6,3,2,295,1,2,-1,-1,3,-1,-1,-1,1,1,1,1,2,1,1,2,-1,-1,-1,5,5,5,4,5,5,-1,-1,-1,5,-1,-1,-1,3,6,-1,-1,-1,11,5,5,5,2,-1,-1,-1,3,16,2,2,0,3,2,2,3,-1,4,5,4,5,5,5,6,6,3,4,5,5,6,5,5
29,17,27,61,2,4,101,6,3,2,185,1,3,-1,-1,2,-1,-1,-1,1,2,2,1,2,1,2,2,-1,-1,-1,5,6,6,6,5,5,-1,-1,-1,5,-1,-1,-1,2,0,-1,-1,-1,1,5,5,4,2,-1,-1,-1,1,3,4,2,3,1,1,0,3,-1,5,6,5,5,5,5,6,6,5,4,4,6,6,6,5
29,17,27,61,2,4,101,6,3,2,25,1,3,-1,-1,5,-1,-1,-1,1,1,1,1,2,1,1,2,-1,-1,-1,5,6,6,6,5,5,-1,-1,-1,4,-1,-1,-1,2,0,-1,-1,-1,5,0,4,4,2,-1,-1,-1,3,16,2,1,1,2,2,2,3,-1,4,4,3,4,5,5,3,4,3,5,6,6,6,6,4
29,17,27,61,2,4,101,6,3,2,25,1,3,-1,-1,2,-1,-1,-1,1,2,2,2,2,1,2,2,-1,-1,-1,3,3,3,3,3,3,-1,-1,-1,3,-1,-1,-1,2,0,-1,-1,-1,7,2,3,2,2,-1,-1,-1,0,99,0,0,0,0,0,0,3,-1,3,3,3,4,4,4,3,3,1,2,2,2,2,2,3
29,17,27,61,2,4,101,6,3,2,145,1,2,-1,-1,2,-1,-1,-1,1,2,2,2,1,1,4,2,616,-1,-1,5,6,4,5,5,5,-1,-1,-1,4,-1,-1,-1,3,5,1,-1,-1,6,4,5,5,2,-1,-1,-1,1,2,2,1,3,2,2,2,1,-1,4,4,3,4,2,4,3,3,2,3,3,6,6,6,5
29,34,871,94,8,2,92,6,2,3,250,1,1,-1,-1,5,-1,-1,-1,1,1,2,2,3,1,4,2,505,20,-1,5,6,6,5,5,5,-1,-1,-1,5,-1,-1,-1,2,0,-1,-1,-1,5,5,5,0,2,-1,-1,-1,1,1,5,0,3,2,1,2,1,-1,5,3,3,4,4,4,3,3,4,3,3,6,3,6,3
29,34,871,94,8,2,92,6,2,3,250,1,1,2,-1,5,-1,-1,-1,1,1,2,2,4,1,4,2,-1,-1,-1,4,6,6,4,4,4,-1,-1,-1,4,-1,-1,-1,2,0,-1,-1,-1,5,4,4,4,2,-1,-1,-1,1,1,5,1,4,2,2,2,1,-1,4,4,4,4,4,4,4,4,6,4,4,6,6,6,4
