1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
18,29,4022,83,1,2,29,B,1,1,110,1,2,,,2,,,,2,1,1,2,2,1,4,2,802,,,3,6,6,3,4,3,,,,5,6,,,2,0,,,,5,5,3,3,2,,,,3,11,4,2,0,2,2,2,1,0.85,3,3,3,4,6,4,6,6,6,5,6,6,6,6,3
18,29,4022,83,1,2,29,B,1,1,140,1,2,,,2,,,,1,1,0,1,3,1,4,2,402,,,4,3,4,4,3,4,,,,5,24,,,2,0,,,,1,4,4,4,2,,,,1,90,2,2,0,2,1,1,1,0.85,3,3,3,4,3,4,5,4,5,4,6,3,3,4,4
18,29,4022,83,1,2,29,B,1,1,130,1,3,,,2,,,,2,2,1,1,3,1,4,2,,,,5,6,6,4,4,4,,,,4,,,,0,0,,,,5,5,5,5,2,,,,3,10,4,2,3,3,2,2,1,0.85,5,6,4,3,4,4,6,4,4,4,6,5,6,3,4
18,29,4022,83,1,2,29,B,1,1,125,1,3,,,5,,,,2,2,1,1,1,2,1,2,,,,3,6,6,6,3,3,,,,4,,,,2,0,,,,5,4,4,4,2,,,,3,12,2,2,2,2,2,2,1,0.85,3,6,3,4,4,3,6,6,4,6,6,6,6,6,3
18,29,4022,83,1,2,29,B,1,1,140,1,1,3,,1,13,,0,2,2,1,2,3,1,4,2,20,,,5,0,0,5,4,5,,,,5,5,,,2,0,,,,3,5,5,5,2,,,,3,10,6,2,2,2,2,1,1,0.85,4,4,5,5,4,5,4,4,4,5,5,0,5,0,5
18,29,4022,83,1,2,29,B,1,1,140,1,2,,,5,,,,1,1,1,1,5,1,2,2,993,,,3,3,3,3,4,4,,,,5,,,,1,5,,,,5,5,5,5,2,,,,1,1,4,2,4,2,2,1,1,0.85,2,2,2,4,2,3,3,3,3,3,3,3,3,3,3
18,29,4022,83,1,2,29,B,1,1,110,1,3,,,5,,,,2,2,1,2,2,1,2,2,210,,,3,6,6,3,3,3,,,,5,,,,2,0,,,,5,4,5,3,2,,,,3,10,2,2,1,2,2,1,1,0.85,6,2,2,3,3,4,6,6,6,4,6,6,6,6,3
18,35,403,71,2,3,23,B,1,1,265,1,3,,,2,,,,2,2,2,1,3,1,4,1,203,,,3,6,6,3,4,3,,,,4,96,,,2,0,,,,6,5,5,5,2,,,,1,3,2,2,1,3,2,1,1,0.373206,4,3,3,4,4,3,2,2,5,3,6,6,6,6,4
18,35,403,71,2,3,23,B,1,1,175,1,3,,,6,,,,2,2,2,2,3,1,2,1,36,,,4,4,4,4,5,4,,,,4,5,,,1,5,1,,,2,3,4,4,2,,,,3,12,6,2,1,2,2,2,1,0.373206,3,3,3,5,1,5,3,3,3,3,3,5,3,3,4
18,35,403,71,2,3,23,B,1,1,145,1,2,,,7,,,,1,1,1,1,1,1,4,1,20,,,4,6,6,4,5,4,,,,4,16,,,2,0,,,,5,3,5,5,2,,,,3,12,6,2,2,2,2,2,1,0.373206,6,4,4,4,4,4,6,6,5,4,6,6,6,6,4
18,35,403,71,2,3,23,B,1,1,110,1,6,,,12,,,,1,1,2,2,2,1,4,1,617,,,5,5,5,6,6,4,,,,5,5,,,1,5,1,17,,6,5,5,5,2,,,,3,10,5,1,1,2,2,2,1,0.373206,6,6,4,5,5,5,6,6,6,1,6,2,6,5,5
18,35,403,71,2,3,23,B,1,1,100,1,1,,,6,,,,2,2,1,2,2,1,3,1,20,,,3,3,6,6,4,3,,,,4,5,,,2,0,,,,1,2,4,2,2,,,,1,3,3,1,1,2,2,1,1,0.373206,4,3,2,4,3,3,6,6,6,6,6,3,6,6,3
18,35,403,71,2,3,23,B,1,1,105,1,1,,,8,,,,1,1,1,3,1,2,1,2,4,,,2,6,6,3,3,2,8,,,5,,,,2,0,,,,6,4,3,3,2,,,,3,12,6,1,0,2,2,2,1,0.373206,6,3,3,2,3,3,6,6,6,6,6,6,6,6,2
18,35,403,71,2,3,23,B,1,1,85,1,3,,,4,,,,1,2,2,1,3,1,3,2,20,202,,3,3,3,2,2,2,,,,3,,,,1,0,,,,5,4,4,4,2,,,,3,12,6,2,4,1,2,2,1,0.373206,2,2,3,3,2,3,3,3,3,4,6,4,6,3,3
18,35,403,71,2,3,23,B,1,1,155,1,2,,,4,,,,1,0,0,0,1,2,0,2,,,,4,6,6,6,3,3,,,,3,,,,3,5,1,,,99,0,3,5,2,,,,3,99,3,1,0,3,3,0,1,0.373206,5,3,5,3,3,3,2,3,0,3,6,6,3,6,3
18,35,403,71,2,3,23,B,1,1,85,1,1,,,2,,,,1,1,1,2,1,1,4,2,,,,3,3,3,3,3,3,,,,5,,,,1,3,,,,7,3,5,5,2,,,,1,4,4,1,4,1,1,0,1,0.373206,2,2,2,3,3,3,3,3,3,4,3,3,3,3,3
18,35,403,71,2,3,23,B,1,1,115,1,6,,,2,,,,1,2,2,1,2,1,1,2,,,,5,5,5,5,5,5,,,,5,,,,1,5,,,,33,5,5,5,2,,,,2,10,2,2,0,0,1,1,1,0.373206,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5
27,7,387,74,1,2,10,A,3,2,295,1,2,,,9,,,,1,2,1,2,1,2,1,2,,,,4,4,4,4,4,4,,,,4,,,,1,5,1,,,33,3,4,4,2,,,,3,15,6,1,2,2,2,2,1,0.40402,4,4,6,4,4,5,3,6,6,3,6,5,6,4,4
27,7,387,74,1,2,10,A,3,2,100,1,1,,,9,,,,1,1,1,2,2,1,1,2,999,,,3,3,4,3,2,3,,,,5,36,,,0,0,,,,5,3,3,4,2,,,,3,10,4,1,2,2,2,2,1,0.40402,4,3,3,3,3,3,3,3,6,3,6,3,6,3,3
27,7,387,74,1,2,10,A,3,2,115,1,1,,,2,,,,2,2,2,2,3,1,1,2,505,,,5,6,6,6,4,5,,,,5,36,,,1,5,1,,,6,3,4,5,2,,,,3,10,3,1,4,2,1,1,1,0.40402,5,6,6,4,4,4,6,6,6,6,6,6,6,6,4
27,7,387,74,1,2,10,A,3,2,258,1,2,,,3,,,,1,1,1,1,3,1,3,2,29,7,,4,6,6,2,3,3,,,,3,,,,1,5,,,,11,3,3,4,2,,,,3,10,4,2,0,2,1,1,1,0.40402,4,4,4,3,3,2,3,3,5,4,2,6,6,3,4
27,7,387,74,1,2,10,A,3,2,N,1,1,,,9,,,,1,1,1,2,3,1,1,2,,,,3,3,3,3,2,3,,,,3,,,,1,3,,,,10,2,3,3,1,,,,3,11,4,1,4,1,1,2,4,0.40402,3,3,3,4,3,3,3,3,0,4,3,3,3,4,4
29,3,986,9,8,4,99,G,2,3,230,1,3,,,1,,,2,1,2,2,2,1,1,2,2,,,,5,6,6,4,4,4,,,,5,,,,2,0,,,,14,5,4,5,2,,,,2,10,4,2,1,3,2,2,1,0.669478,5,4,4,5,5,4,5,5,4,5,5,6,6,6,4
29,3,986,9,8,4,99,G,2,3,N,1,3,,,3,,,,0,0,0,0,1,2,0,2,,,,0,0,0,0,0,0,,,,0,,,,0,0,,,,11,0,0,0,0,,,,0,99,5,1,0,1,2,2,1,0.669478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,3,986,9,8,4,99,G,2,3,160,1,2,,,2,,,,1,2,1,1,3,1,2,2,,,,5,6,6,3,4,4,,,,4,,,,2,0,,,,1,4,5,5,2,,,,1,3,1,2,0,1,2,2,3,0.669478,6,4,4,5,5,5,0,0,3,6,6,6,6,6,4
29,3,986,9,8,4,99,G,2,3,170,1,4,,,3,,,,2,2,2,1,2,1,1,2,,,,5,5,5,5,5,5,,,,5,,,,1,2,,,,11,0,5,5,2,,,,3,11,2,1,1,3,2,2,3,0.669478,6,0,4,5,4,4,4,4,5,6,6,6,6,6,6
29,3,986,9,8,4,99,G,2,3,170,1,2,,,8,,,,1,0,0,0,1,2,1,2,,,,5,5,5,5,5,5,,,,4,,,,1,6,,,,5,4,5,5,2,,,,0,99,0,0,0,0,0,0,3,0.669478,5,4,5,5,5,5,4,4,3,5,5,5,5,5,5
29,3,986,9,8,4,99,G,2,3,N,2,2,,,1,,,0,2,2,2,1,1,2,1,2,,,,4,4,4,4,4,4,,,,5,,,,1,2,,,,0,4,4,4,2,,,,1,90,3,1,3,2,2,2,3,0.669478,3,3,4,3,4,4,3,3,3,5,5,4,4,5,4
29,3,986,9,8,4,99,G,2,3,230,1,3,,,5,,,,1,1,0,1,1,0,1,2,,,,5,5,4,5,5,5,,,,5,,,,3,3,,,,5,5,4,4,2,,,,1,90,5,1,2,1,2,2,3,0.669478,4,4,0,0,4,0,0,0,5,4,4,4,0,4,4
29,3,986,9,8,4,99,G,2,3,190,1,4,,,3,,,,1,1,2,2,2,1,2,2,,,,5,5,5,5,5,5,,,,5,,,,3,0,,,,11,5,5,5,2,,,,2,91,1,2,0,3,2,2,3,0.669478,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
29,3,986,9,8,4,99,G,2,3,260,1,3,,,7,,,,1,2,2,1,1,2,1,2,,,,5,5,5,4,4,4,,,,4,,,,2,0,,,,7,5,6,4,2,,,,1,3,4,1,0,2,2,2,1,0.669478,4,3,3,4,4,4,6,4,5,6,6,5,4,6,0
29,3,986,9,8,4,99,G,2,3,230,1,4,,,7,,,,1,2,2,1,2,1,2,2,,,,5,5,5,5,5,5,,,,4,,,,1,3,,,,5,5,5,5,2,,,,1,90,2,2,2,2,2,2,3,0.669478,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
18,35,403,71,2,3,23,B,1,1,115,1,6,,,2,,,,1,2,2,1,3,1,4,2,,,,5,5,5,5,5,5,,,,5,,,,1,5,,,,10,5,5,5,3,,,,2,10,2,2,0,0,1,2,1,0.373206,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5
18,35,403,71,2,3,23,B,1,1,75,1,2,,,2,,,,2,1,2,1,3,1,4,2,,,,4,5,0,2,4,4,,,,5,,,,2,4,1,,,5,3,5,4,2,,,,3,12,3,2,1,3,2,1,1,0.373206,4,2,2,4,5,4,3,3,4,4,4,4,4,6,0
29,3,986,9,8,4,99,G,2,3,N,1,1,,,4,,,,1,1,2,1,1,1,2,2,,,,4,4,4,5,4,5,,,,5,,,,3,6,,,,5,5,0,3,2,,,,3,99,5,1,2,1,2,2,3,0.669478,3,3,4,5,5,4,4,5,4,5,4,3,4,4,5
29,3,986,9,8,4,99,G,2,3,160,1,2,,,3,,,,0,1,0,0,1,2,1,2,,,,5,5,5,5,5,5,,,,5,,,,4,6,,,,11,5,5,5,2,,,,3,99,5,1,3,2,2,0,3,0.669478,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5
29,3,986,9,8,4,99,G,2,3,200,1,3,,,7,,,,1,1,1,1,1,1,2,2,,,,5,5,5,5,5,5,,,,5,,,,1,1,,,,5,5,5,5,2,,,,1,1,3,1,2,2,2,2,2,0.669478,4,4,4,5,5,4,4,4,3,5,5,5,5,5,4
29,3,986,9,8,4,99,G,2,3,230,1,3,,,2,,,,1,1,2,1,3,1,1,2,,,,4,4,4,4,4,4,,,,5,,,,2,0,,,,5,3,5,4,2,,,,2,10,2,1,5,2,2,2,3,0.669478,3,3,4,4,3,3,5,6,3,4,4,4,4,6,4
29,3,986,9,8,4,99,G,2,3,265,1,0,,,2,,,,1,1,1,1,1,1,2,2,,,,4,5,5,5,5,4,,,,4,,,,3,0,,,,1,5,5,3,2,,,,1,3,1,1,4,2,2,2,3,0.669478,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
29,3,986,9,8,4,99,G,2,3,N,1,7,,,3,,,,1,1,1,2,1,2,1,2,,,,5,5,5,5,5,3,,,,4,,,,3,5,,,,11,3,5,3,3,,,,3,99,2,1,0,2,3,3,3,0.669478,5,5,5,5,5,4,4,4,6,6,6,6,6,6,3
29,3,986,9,8,4,99,G,2,3,230,1,2,,,2,,,,1,1,1,2,2,1,2,2,,,,5,4,4,5,5,5,,,,4,,,,1,1,,,,1,5,5,5,2,,,,1,3,2,2,1,3,2,2,3,0.669478,4,4,4,5,5,5,4,5,4,5,5,4,4,4,5
29,3,986,9,8,4,99,G,2,3,215,1,3,,,2,,,,1,1,1,2,2,1,1,2,,,,5,4,5,5,5,5,,,,5,,,,2,6,,,,1,5,5,5,2,,,,1,3,1,2,4,1,3,3,3,0.669478,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
29,3,986,9,8,4,99,G,2,3,230,1,3,,,4,,,,1,2,2,2,1,2,1,2,,,,4,4,4,4,4,4,,,,4,,,,3,6,,,,5,5,4,4,2,,,,3,99,2,2,1,2,2,2,3,0.669478,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4
29,3,986,9,8,4,99,G,2,3,185,1,7,,,2,,,,1,2,1,1,3,1,3,2,,,,4,4,4,4,4,4,,,,5,,,,1,3,,,,1,4,5,4,2,,,,3,16,2,1,2,3,2,2,3,0.669478,4,3,3,4,4,5,6,6,4,5,5,5,5,5,4
29,3,986,9,8,4,99,G,2,3,240,1,3,,,8,,,,1,1,0,1,1,2,1,2,,,,4,6,6,6,4,4,,,,5,,,,2,6,,,,5,4,4,2,2,,,,2,10,2,1,0,3,2,2,3,0.669478,6,0,3,5,3,5,4,4,4,5,4,4,4,3,4
29,3,986,9,8,4,99,G,2,3,240,1,3,,,2,,,,1,1,1,2,3,1,2,2,,,,4,4,4,4,4,4,,,,3,,,,3,4,,,,1,3,3,1,1,,,,0,99,0,0,0,0,0,0,3,0.669478,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
29,3,986,9,8,4,99,G,2,3,200,1,3,,,2,,,,1,0,0,1,1,2,4,1,,,,4,4,4,4,4,4,,,,4,,,,1,1,,,,5,4,4,4,2,,,,1,1,4,2,3,3,2,2,3,0.669478,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
29,3,986,9,8,4,99,G,2,3,190,1,7,,,2,,,,1,2,2,2,2,1,1,1,,,,4,6,6,4,4,6,,,,5,,,,2,5,,,,5,4,5,3,2,,,,1,1,1,1,3,1,2,2,3,0.669478,6,4,4,4,4,3,4,4,3,4,4,6,6,6,4
29,3,986,9,8,4,99,G,2,3,240,1,7,,,2,,,,1,1,1,2,3,1,2,1,,,,5,5,5,5,5,5,,,,5,,,,3,6,,,,1,3,4,1,1,,,,1,3,1,1,4,1,3,3,3,0.669478,6,5,5,3,4,5,5,5,6,4,5,6,6,6,4
13,36,918,46,1,4,51,D,3,2,100,1,2,,,6,,,,2,2,2,2,2,1,2,1,993,704,,5,6,6,6,6,5,,,,5,35,,,2,0,,,,5,2,4,4,2,,,,1,1,4,1,3,2,2,2,1,0.952,4,6,6,5,5,5,5,5,6,4,6,6,6,6,4
13,36,918,46,1,4,51,D,3,2,190,1,2,,,9,,,,2,1,2,1,1,1,4,1,,,,5,5,5,6,5,5,102,,,5,20,,,1,5,1,,,5,5,5,5,2,,,,3,10,5,1,4,2,2,2,1,0.952,4,6,5,5,4,4,6,6,5,5,6,5,6,5,0
18,29,3326,72,1,4,25,B,1,1,105,1,10,,,4,,,,1,2,2,2,1,1,4,1,602,,,4,5,5,5,4,5,,,,5,1,,,1,5,16,,,5,2,5,5,2,,,,1,1,6,2,3,1,2,2,1,0.85,5,5,5,5,5,5,3,3,6,5,5,5,5,5,5
29,33,4976,62,2,3,80,F,2,2,231,1,7,,,3,,,,1,2,2,1,1,2,1,1,405,,,4,6,6,6,4,4,,,,3,5,,,3,0,,,,11,5,5,5,1,8,,,3,16,4,2,1,2,2,2,1,2.167946,4,6,6,5,4,4,4,4,4,6,6,6,6,6,4
18,29,3326,72,1,4,25,B,1,1,95,1,1,,,4,,,,2,2,1,1,4,1,4,1,25,,,2,3,3,3,3,3,,,,4,5,,,2,0,,,,3,5,4,4,2,,,,1,6,5,2,4,1,2,2,1,0.85,5,3,2,4,3,3,6,6,5,3,4,4,4,3,4
18,29,3326,72,1,4,25,B,1,1,74,1,1,,,1,,,4,1,2,1,1,2,1,4,1,,,,4,4,6,3,4,4,,,,5,1,3,,2,0,,,,1,5,5,5,2,,,,3,11,5,2,2,2,1,1,1,0.85,4,3,5,5,5,5,3,3,5,3,5,5,5,6,4
18,29,3326,72,1,4,25,B,1,1,80,1,3,,,2,,,,1,2,1,2,3,1,4,1,203,,,3,3,3,3,3,3,,,,3,16,,,1,5,1,,,6,4,4,3,2,,,,1,2,4,2,2,1,1,2,1,0.85,3,3,4,4,4,4,3,3,3,4,3,3,3,3,4
18,29,3326,72,1,4,25,B,1,1,85,1,2,,,6,,,,1,1,2,1,1,2,1,1,999,,,5,5,5,5,5,5,,,,5,21,,,2,0,,,,9,5,5,5,2,,,,3,10,4,1,1,2,2,2,1,0.85,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5
18,29,3326,72,1,4,25,B,1,1,95,1,1,,,5,,,,1,1,2,2,3,1,2,2,205,206,616,3,4,3,3,4,3,,,,5,36,,,2,0,,,,1,5,5,5,2,,,,1,3,3,2,4,1,1,1,1,0.85,3,2,2,3,3,3,6,6,3,3,2,3,2,3,3
29,33,4976,62,2,3,80,F,2,2,126,1,3,,,2,,,,1,2,2,2,4,1,1,2,404,,,5,5,5,5,5,5,,,,5,1,,,1,3,3,,,8,3,5,5,1,,,,1,8,3,2,2,2,2,2,1,2.167946,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4
18,29,3326,72,1,4,25,B,1,1,95,1,1,,,5,,,,1,1,2,2,1,0,1,2,506,,,4,6,6,6,4,4,,,,5,,,,2,0,,,,10,5,5,5,2,,,,3,11,5,2,4,2,2,0,1,0.85,6,6,3,4,6,4,4,4,6,6,6,6,6,6,4
18,29,3326,72,1,4,25,B,1,1,140,1,1,,,7,,,,1,1,1,2,1,1,3,2,,,,5,6,6,5,4,5,,,,5,,,,1,5,2,,,5,5,5,5,2,,,,3,12,3,2,4,2,2,2,1,0.85,5,5,5,5,5,5,5,5,5,5,6,6,6,6,5
18,29,3326,72,1,4,25,B,1,1,110,1,2,,,8,,,,1,0,0,0,1,2,1,2,,,,4,6,6,3,3,3,,,,4,,,,1,3,,,,5,0,0,0,2,,,,3,12,7,1,2,2,2,2,1,0.85,3,3,3,3,6,3,3,3,6,3,3,6,6,6,4
18,29,3326,72,1,4,25,B,1,1,125,1,1,,,1,,,4,2,2,1,2,5,1,2,2,505,321,,5,5,5,5,5,5,,,,5,,,,2,0,,,,3,4,5,5,2,,,,1,5,2,1,3,2,2,1,1,0.85,5,4,3,5,3,5,4,4,4,4,4,6,6,6,5
18,29,3326,72,1,4,25,B,1,1,125,1,2,,,5,,,,2,2,1,2,2,1,3,2,505,,,4,6,6,4,4,4,,,,5,,,,1,5,,,,5,5,5,5,2,,,,3,10,5,2,4,2,2,2,1,0.85,6,3,3,4,4,3,6,6,6,6,6,6,6,6,4
18,29,3326,72,1,4,25,B,1,1,65,1,2,3,,5,,,,2,1,2,1,2,1,4,2,210,203,,5,5,5,5,5,5,,,,5,,,,2,0,,,,5,5,5,5,2,,,,3,10,2,2,1,2,2,1,1,0.85,4,3,4,4,3,5,5,5,5,6,6,5,6,6,4
29,33,1531,76,2,2,88,F,2,2,30,1,3,,,1,,,3,1,2,1,2,4,1,2,2,,,,4,4,4,4,4,4,,,,5,,,,1,5,1,,,2,5,4,5,2,,,,1,5,4,1,4,2,2,1,1,2.167946,4,4,4,4,4,4,6,6,3,3,3,4,4,4,4
29,33,1531,76,2,2,88,F,2,2,131,1,1,,,5,,,,1,1,2,1,1,2,1,2,,,,4,6,6,4,4,4,,,,5,,,,2,0,,,,5,5,5,5,2,,,,3,12,4,2,4,2,2,2,1,2.167946,6,3,3,6,0,3,6,6,3,6,6,6,6,6,3
29,33,1531,76,2,2,88,F,2,2,146,1,2,,,5,,,,1,1,1,1,2,1,2,1,999,,,0,5,0,5,5,5,,,,5,,,,2,0,,,,5,3,4,4,2,,,,3,12,3,2,2,2,2,2,1,2.167946,0,4,4,4,4,4,4,4,5,4,6,5,5,5,0
29,33,1531,76,2,2,88,F,2,2,N,1,1,,,9,,,,1,2,1,2,3,1,2,2,,,,4,4,4,4,3,4,,,,5,,,,2,6,,,,2,4,5,5,2,,,,3,12,4,1,4,2,2,2,1,2.167946,5,3,6,4,4,4,4,4,6,4,6,4,6,4,4
29,33,1531,76,2,2,88,F,2,2,74,1,1,,,3,,,,2,2,2,2,1,2,1,2,,,,4,3,3,3,3,4,,,,4,,,,4,3,,,,11,4,3,3,2,,,,3,12,2,1,1,2,2,2,1,2.167946,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
29,33,1531,76,2,2,88,F,2,2,116,1,1,,,7,,,,2,2,1,2,3,1,3,2,,,,3,3,3,3,4,3,,,,3,,,,2,0,,,,5,4,4,5,2,,,,3,12,5,1,4,2,1,2,1,2.167946,3,6,3,3,3,3,4,6,3,2,6,3,6,3,3
29,33,1531,76,2,2,88,F,2,2,N,1,0,,,3,,,,0,0,1,1,2,1,1,2,,,,5,5,4,5,5,5,,,,5,,,,1,5,,,,11,5,5,5,2,,,,3,12,6,1,0,3,1,0,1,2.167946,4,5,5,4,0,4,4,4,5,4,5,5,5,5,5
29,33,1531,76,2,2,88,F,2,2,106,1,2,,,4,,,,1,1,1,1,1,1,4,2,,,,4,6,4,5,4,4,,,,5,,,,1,5,1,,,5,4,5,5,2,,,,3,12,5,1,4,2,2,2,1,2.167946,5,4,4,5,5,5,6,6,4,5,6,6,6,4,4
29,33,1531,76,2,2,88,F,2,2,206,1,2,,,9,,,,1,2,1,1,1,2,1,2,618,,,4,4,3,4,4,4,,,,4,,,,1,5,1,,,9,4,5,5,2,,,,3,12,6,1,0,2,2,2,1,2.167946,6,3,6,4,4,4,6,6,4,4,4,4,6,1,4
29,33,1531,76,2,2,88,F,2,2,386,1,3,,,3,,,,1,1,1,1,2,1,2,2,303,,,4,6,6,3,4,4,,,,4,,,,4,0,,,,11,6,2,5,2,,,,3,12,2,2,2,2,2,2,1,2.167946,4,4,4,2,5,5,3,3,5,0,0,0,0,0,5
29,33,903,46,1,4,93,G,2,2,180,1,2,,,7,,,,1,1,1,2,2,1,1,1,607,,,5,4,6,3,4,4,,,,5,5,,,2,0,,,,6,5,5,4,2,,,,3,15,3,2,3,2,2,2,1,2.167946,4,3,3,5,4,4,6,6,6,6,6,4,6,6,4
29,33,903,46,1,4,93,G,2,2,120,1,0,,,2,,,,1,2,2,2,2,1,4,1,13,,,5,6,6,4,3,4,,,,5,1,,,1,2,4,,,7,5,5,5,2,,,,1,4,2,2,0,2,1,1,1,2.167946,6,3,4,4,4,3,3,3,6,4,6,6,6,6,4
29,33,903,46,1,4,93,G,2,2,130,1,6,,,6,,,,1,1,1,2,2,1,4,1,,,,5,6,6,5,5,5,,,,5,27,,,1,5,2,,,1,4,5,5,2,,,,1,3,7,2,3,2,2,1,1,2.167946,6,4,4,5,5,5,6,6,6,6,6,6,6,6,5
29,33,903,46,1,4,93,G,2,2,240,1,2,,,7,,,,1,3,3,3,2,1,4,2,,,,5,5,5,5,5,5,,,,5,,,,0,5,,,,3,5,5,5,2,,,,1,6,7,2,3,2,2,2,1,2.167946,4,4,4,4,4,0,0,0,0,0,5,0,0,0,5
29,33,903,46,1,4,93,G,2,2,240,1,2,,,3,,,,2,1,2,2,2,1,1,2,303,,,5,6,6,6,5,5,,,,5,2,,,4,0,,,,11,0,3,6,1,,,,3,10,2,2,1,2,2,2,1,2.167946,4,4,4,3,5,2,6,6,3,6,6,6,6,6,4
29,33,903,46,1,4,93,G,2,2,110,1,1,,,5,,,,1,2,2,1,4,1,4,2,,,,5,5,5,5,5,5,,,,5,,,,1,5,,,,7,4,5,5,2,,,,1,4,6,1,4,2,1,2,1,2.167946,3,4,4,4,4,4,4,4,5,4,4,4,4,4,4
29,33,903,46,1,4,93,G,2,2,180,1,2,,,2,,,,1,0,1,0,1,1,3,2,,,,5,5,4,4,4,5,,,,4,,,,1,5,,,,7,4,5,5,2,,,,1,4,5,2,0,1,1,0,1,2.167946,5,5,4,4,5,5,4,4,5,5,5,5,5,5,4
29,33,903,46,1,4,93,G,2,2,180,1,3,,,1,,,2,1,2,2,0,3,1,3,2,,,,5,5,5,5,5,5,,,,3,,,,3,5,,,,5,4,4,4,2,,,,1,90,5,1,0,0,0,0,1,2.167946,5,5,5,5,5,5,5,5,5,5,5,6,5,5,4
29,33,903,46,1,4,93,G,2,2,150,1,1,,,2,,,,1,1,2,2,2,1,4,2,,,,4,5,4,4,4,4,,,,5,2,,,2,0,,,,5,5,5,4,1,1,,,3,11,3,1,2,1,1,2,1,2.167946,3,3,3,4,4,4,4,4,3,5,6,4,6,5,4
29,33,903,46,1,4,93,G,2,2,150,1,2,,,13,,,,1,2,2,1,1,1,3,2,,,,5,6,6,6,5,5,,,,5,,,,1,5,,,,4,0,5,5,2,,,,1,9,6,1,2,2,2,1,1,2.167946,5,6,6,5,5,5,0,5,6,5,6,6,6,6,5
29,33,903,46,1,4,93,G,2,2,150,1,2,,,4,,,,1,1,1,2,2,1,1,2,318,,,3,6,6,3,3,3,,,,3,4,,,2,0,,,,14,1,1,4,1,1,,,2,10,3,2,4,2,2,2,1,2.167946,5,3,4,3,5,3,2,6,6,6,6,6,6,6,3
29,33,903,46,1,4,93,G,2,2,165,1,3,,,2,,,,1,2,2,1,1,2,1,2,31,,,4,6,6,6,5,5,,,,4,,,,3,0,,,,7,5,5,3,2,,,,1,4,4,1,1,2,2,2,1,2.167946,3,3,2,4,4,3,6,0,4,3,6,6,6,6,3
29,33,903,46,1,4,93,G,2,2,180,1,2,,,9,,,,1,0,0,1,1,2,1,2,,,,5,5,5,5,4,4,,,,5,,,,2,0,,,,5,5,5,5,2,,,,3,15,3,2,0,1,2,0,1,2.167946,3,1,3,5,5,5,3,3,5,5,5,5,6,5,4
29,33,4976,62,2,3,80,F,2,2,381,1,3,,,3,,,,1,1,1,1,1,1,2,2,306,,,3,6,6,3,3,3,101,,,5,1,,,2,0,,,,11,6,4,4,2,,,,3,16,4,2,2,2,2,2,1,2.167946,5,4,4,4,5,4,6,6,5,6,6,6,6,6,4
28,16,226,27,7,4,1,A,2,3,170,1,0,,,1,,,3,1,1,2,2,5,1,2,1,501,202,,5,6,6,4,5,4,,,,5,6,,,2,0,,,,1,5,5,5,2,,,,1,3,3,1,3,1,1,2,1,0.669478,4,4,6,5,4,4,4,4,2,5,5,6,5,6,5
29,33,4976,62,2,3,80,F,2,2,81,1,1,,,4,,,,1,2,1,1,5,1,2,2,505,20,,4,6,6,3,3,3,,,,4,3,4,,1,5,1,2,,5,3,3,3,2,,,,3,11,6,2,4,2,2,1,1,2.167946,3,3,3,4,4,4,4,4,4,6,6,6,6,6,3
28,16,226,27,7,4,1,A,2,3,180,1,1,,,9,,,,1,0,0,0,1,1,2,2,202,,,5,5,5,5,5,5,,,,5,,,,1,5,,,,0,4,5,2,3,,,,3,16,3,1,2,1,1,2,1,0.669478,6,2,3,4,4,4,6,6,4,5,6,3,6,4,4
29,33,4976,62,2,3,80,F,2,2,81,1,1,,,2,,,,1,1,1,2,5,1,4,2,,,,5,6,6,5,5,5,,,,5,,,,1,5,1,,,5,5,5,4,2,,,,3,11,5,1,4,2,2,2,1,2.167946,5,4,4,5,5,4,4,4,4,4,4,6,4,6,4
28,16,226,27,7,4,1,A,2,3,135,1,2,,,4,,,,1,1,1,2,1,1,2,2,701,103,803,5,6,6,1,1,3,,,,5,,,,2,0,,,,5,5,4,2,2,,,,3,16,2,1,1,2,2,2,1,0.669478,3,2,3,3,3,3,2,3,3,3,6,6,6,6,3
